Year,World rank,Company,Country,Region,ISO3 Code,ICB3 short,ICB3 long,R&D (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),R&D-to-capex ratio (%),Operating profit (€million),Operating profit one-year growth (%),Profitability (%),Market capitalisation (€million),Market capitalisation one-year growth (%),Employees,Employees one-year growth (%),
2024,536,DIEHL STIFTUNG & CO. KG,Germany,EU,DEU,Industrials,General Industrials,397.00,15.91,4695.78,20.95,8.45,318.65,43.73,6.79,124.59,475.73,84.79,10.13,,,18680,5.75,
2024,537,"ARCUS BIOSCIENCES, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,396.57,35.97,248.34,120.51,159.69,5.78,-75.00,2.33,6866.67,-317.64,-2.94,-127.91,1311.59,-4.10,627,8.67,
2024,538,"SUNGROW POWER SUPPLY CO., LTD.",China,China,CHN,Energy,Alternative Energy,395.30,22.48,10266.90,7.76,3.85,367.38,1.63,3.58,107.60,1771.55,17.93,17.25,15480.37,17.57,17305,26.34,
2024,539,"SHENZHEN INOVANCE TECHNOLOGY CO.,LTD",China,China,CHN,ICT producers,Electronic & Electrical Equipment,395.22,21.94,4884.54,21.77,8.09,278.54,40.00,5.70,141.89,555.78,-14.53,11.38,17619.53,-9.19,24445,3.21,
2024,540,GRAB HOLDINGS LIMITED,Singapore,ROW,SGP,ICT services,Software & Computer Services,394.65,-2.61,2692.27,18.57,14.66,74.12,8.45,2.75,532.47,-148.23,-70.72,-5.51,17759.64,47.46,11267,6.25,
2024,541,KINGSOFT CORPORATION LIMITED,China,China,CHN,ICT services,Software & Computer Services,394.09,14.18,1360.61,20.91,28.96,54.04,-10.41,3.97,729.29,368.11,150.06,27.05,5573.91,40.44,8047,12.20,
2024,542,"INTELLIA THERAPEUTICS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,393.14,2.42,55.71,59.55,705.69,5.56,-58.68,9.98,7068.78,-514.26,3.68,-923.10,1143.09,-56.23,403,-23.38,
2024,543,KION GROUP AG,Germany,EU,DEU,Industrials,Industrial Engineering,392.80,11.88,11503.20,0.61,3.41,462.90,4.54,4.02,84.86,772.70,35.16,6.72,4166.87,-17.66,42719,0.93,
2024,544,KENVUE INC,US,US,USA,Others,Personal Goods,392.72,2.26,14876.31,0.07,2.64,417.75,-7.46,2.81,94.01,1950.14,-32.53,13.11,39400.77,-0.09,22220,1.00,
2024,545,"HYGON INFORMATION TECHNOLOGY CO., LTD.",China,China,CHN,ICT producers,Technology Hardware & Equipment,392.50,18.93,1208.20,52.40,32.49,124.65,2.96,10.32,314.88,325.43,27.24,26.94,17512.20,111.36,2392,33.63,
2024,546,COVESTRO AG,Germany,EU,DEU,Chemicals,Chemicals,392.00,4.81,14179.00,-1.38,2.76,781.00,2.09,5.51,50.19,22.00,-85.71,0.16,10606.68,6.61,17522,0.01,
2024,547,RECKITT BENCKISER GROUP PLC,UK,ROW,GBR,Others,Household Goods & Home Construction,391.95,-3.56,17087.97,-3.00,2.29,446.22,6.32,2.61,87.84,2924.58,-4.19,17.11,40072.76,-13.74,37900,-5.25,
2024,548,WHIRLPOOL CORP,US,US,USA,Others,Household Goods & Home Construction,389.84,-14.38,15985.18,-14.64,2.44,434.11,-17.85,2.72,89.80,467.80,-51.16,2.93,6076.04,-4.90,44000,-25.42,
2024,549,"NATERA, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,389.01,26.03,1633.37,56.75,23.82,63.94,69.45,3.91,608.43,-213.97,-50.19,-13.10,20116.38,179.31,4434,34.65,
2024,550,TOAST INC,US,US,USA,ICT services,Software & Computer Services,388.87,-0.49,4774.28,28.33,8.15,51.98,28.57,1.09,748.15,59.68,-121.60,1.25,16525.13,122.48,5700,3.64,
2024,551,ECOPETROL S.A.,Colombia,ROW,COL,Energy,Oil & Gas Producers,387.04,-15.28,29158.75,-6.89,1.33,2082.21,1.83,7.14,18.59,8379.25,-12.37,28.74,15035.04,-28.55,19581,-0.40,
2024,552,LEGRAND,France,EU,FRA,ICT producers,Electronic & Electrical Equipment,386.80,6.82,8648.90,2.76,4.47,210.30,-5.48,2.43,183.93,1642.70,3.21,18.99,24661.59,-0.74,34901,2.92,
2024,553,"GOTION HIGH-TECH CO.,LTD.",China,China,CHN,ICT producers,Electronic & Electrical Equipment,386.28,5.83,4667.07,11.98,8.28,1195.84,-30.93,25.62,32.30,145.05,-24.45,3.11,4824.58,28.65,25575,11.49,
2024,554,SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY LIMITED,China,China,CHN,ICT producers,Electronic & Electrical Equipment,385.60,13.93,5049.85,20.87,7.64,191.84,-17.69,3.80,201.00,338.29,57.42,6.70,9345.05,-0.28,33884,14.77,
2024,555,"MONDELEZ INTERNATIONAL, INC.",US,US,USA,Others,Food Producers,385.02,5.26,35076.52,1.18,1.10,1335.07,24.73,3.81,28.84,6103.57,15.25,17.40,76880.01,-18.46,90000,-1.10,
2024,556,BURELLE,France,EU,FRA,Industrials,General Industrials,385.00,14.91,10501.00,1.68,3.67,289.00,-12.03,2.75,133.22,402.00,12.40,3.83,558.92,-19.70,32974,-2.99,
2024,557,RIO TINTO PLC,UK,ROW,GBR,Industrials,Mining,383.10,62.45,51648.86,-0.71,0.74,9260.76,35.77,17.93,4.14,13712.58,-12.42,26.55,26093.01,-70.70,60000,5.26,
2024,558,DSM B.V.,Netherlands,EU,NLD,Chemicals,Chemicals,383.00,-14.89,7803.00,-2.19,4.91,450.00,2.51,5.77,85.11,80.00,-96.66,1.03,,,17181,-8.88,
2024,559,"COMMSCOPE HOLDING COMPANY, INC.",US,US,USA,ICT services,Mobile Telecommunications,382.52,-28.78,5320.15,-21.03,7.19,24.35,-52.53,0.46,1570.75,518.63,-420.71,9.75,1082.62,89.26,20000,0.00,
2024,560,UNICREDIT SPA,Italy,EU,ITA,Financial,Banks,382.00,-15.30,24270.00,7.62,1.57,1250.00,112.22,5.15,30.56,12860.00,12.30,52.99,59768.45,36.33,75265,-1.72,
2024,561,DENALI THERAPEUTICS INC.,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,381.60,324.70,0.00,-100.00,,15.32,22.98,,2491.45,-483.09,155.15,,2829.17,-0.27,422,-5.17,
2024,562,"LYFT, INC.",US,US,USA,Industrials,Industrial Transportation,381.07,-25.32,5569.37,31.39,6.84,80.34,-44.29,1.44,474.29,-78.30,-79.88,-1.41,5044.85,-8.47,2934,-0.37,
2024,563,KAO CORPORATION,Japan,Japan,JPN,Others,Personal Goods,380.79,-0.77,9986.80,6.26,3.81,352.04,5.98,3.53,108.17,857.61,78.13,8.59,18287.47,5.83,32566,-4.94,
2024,564,ALUMINUM CORPORATION OF CHINA LIMITED,China,China,CHN,Industrials,Industrial Metals & Mining,379.90,-17.52,31261.54,5.33,1.22,1300.84,95.44,4.16,29.20,3118.22,30.59,9.97,2195.43,18.35,63133,-2.13,
2024,565,AGC INC,Japan,Japan,JPN,Industrials,General Industrials,379.14,7.81,12680.01,2.39,2.99,1486.32,4.59,11.72,25.51,1023.04,38.42,8.07,6179.26,-15.13,53687,-5.35,
2024,566,WARTSILA OYJ,Finland,EU,FIN,Industrials,Industrial Engineering,375.00,14.33,6449.00,7.22,5.81,170.00,14.86,2.64,220.59,696.00,80.31,10.79,10124.39,30.36,18338,2.98,
2024,567,NOVAVAX INC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,374.21,26.27,656.62,-30.65,56.99,12.57,-75.72,1.91,2977.48,-223.28,-59.05,-34.01,1239.66,127.29,952,-38.30,
2024,568,CHECK POINT SOFTWARE TECHNOLOGIES LIMITED,Israel,ROW,ISR,ICT services,Software & Computer Services,373.86,9.44,2468.96,6.22,15.14,23.29,30.11,0.94,1604.96,843.20,-2.57,34.15,19764.89,15.59,6669,3.40,
2024,569,360 SECURITY TECHNOLOGY INC.,China,China,CHN,ICT services,Software & Computer Services,373.42,-0.31,1048.05,-12.23,35.63,100.04,51.41,9.55,373.26,-151.70,-779.78,-14.47,9553.49,12.53,5975,-0.25,
2024,570,"DYNATRACE, INC.",US,US,USA,ICT services,Software & Computer Services,372.77,27.08,1635.08,18.75,22.80,25.13,-1.33,1.54,1483.44,172.71,39.75,10.56,13050.72,-2.36,5200,10.64,
2024,571,SEGA SAMMY HOLDINGS INC.,Japan,Japan,JPN,Others,Travel & Leisure,372.39,-1.05,2630.61,-8.32,14.16,33.95,3.65,1.29,1096.86,287.18,-17.81,10.92,4292.25,44.13,8147,-5.52,
2024,572,INVENTEC CORPORATION,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,371.73,11.30,19063.83,25.55,1.95,160.72,15.53,0.84,231.30,348.57,26.43,1.83,5277.53,-5.55,,,
2024,573,"ZHEJIANG LEAPMOTOR TECHNOLOGY CO., LTD.",China,China,CHN,Automobiles & Parts,Automobiles & Parts,371.40,52.22,4241.45,92.06,8.76,276.91,60.74,6.53,134.12,-436.01,-24.15,-10.28,4505.23,-6.27,15551,66.96,
2024,574,"ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO.,LTD",China,China,CHN,Industrials,Industrial Engineering,370.68,-19.18,5997.13,-3.39,6.18,528.00,119.40,8.80,70.20,402.60,0.46,6.71,6741.16,10.72,31783,3.99,
2024,575,QUANTUMSCAPE CORPORATION,US,US,USA,Automobiles & Parts,Automobiles & Parts,368.63,16.32,0.00,,,59.80,-26.48,,616.39,-481.96,4.53,,2287.05,-19.94,800,-5.88,
2024,576,"RINGCENTRAL, INC.",US,US,USA,ICT services,Software & Computer Services,367.35,-0.52,2310.52,8.99,15.90,24.06,6.30,1.04,1526.93,14.73,-108.58,0.64,2698.24,-0.88,4260,4.31,
2024,577,AGCO CORP,US,US,USA,Automobiles & Parts,Automobiles & Parts,367.02,-9.41,11225.24,-19.08,3.27,378.57,-24.09,3.37,96.95,537.01,-67.42,4.78,6716.57,-22.76,24000,-13.98,
2024,578,SOCIONEXT INC.,Japan,Japan,JPN,ICT producers,Technology Hardware & Equipment,366.86,12.23,1156.23,-14.78,31.73,78.24,7.40,6.77,468.89,137.80,-36.72,11.92,1982.40,-57.28,2490,-1.74,
2024,579,INNOLUX CORPORATION,Taiwan,ROW,TWN,ICT producers,Electronic & Electrical Equipment,365.97,3.29,6386.74,2.25,5.73,473.60,-24.81,7.42,77.27,-233.60,-57.89,-3.66,3366.35,-12.10,,,
2024,580,PHISON ELECTRONICS CORP.,Taiwan,ROW,TWN,ICT producers,Electronic & Electrical Equipment,365.82,21.57,1738.52,22.22,21.04,28.45,146.84,1.64,1285.76,104.22,-8.18,5.99,3227.22,2.74,4797,9.07,
2024,581,KONICA MINOLTA INC,Japan,Japan,JPN,ICT producers,Technology Hardware & Equipment,365.50,-8.45,6916.98,-2.77,5.28,158.19,-5.38,2.29,231.05,-249.13,-255.70,-3.60,1564.31,2.23,35631,-10.96,
2024,582,BANK OF IRELAND GROUP PLC,Ireland,EU,IRL,Financial,Banks,364.00,23.39,4413.00,-1.05,8.25,140.00,20.69,3.17,260.00,1848.00,-5.04,41.88,8836.02,1.76,11188,3.16,
2024,583,GLOBALFOUNDRIES INC.,US,US,USA,ICT producers,Technology Hardware & Equipment,363.85,22.33,6497.26,-8.69,5.60,601.60,-65.35,9.26,60.48,-199.25,-117.25,-3.07,22837.14,-28.83,13000,8.33,
2024,584,"UIPATH, INC.",US,US,USA,ICT services,Software & Computer Services,363.48,13.84,1376.13,9.30,26.41,14.36,103.26,1.04,2530.48,-132.68,-14.96,-9.64,6391.63,-41.04,3868,-4.14,
2024,585,SUN PHARMACEUTICAL INDUSTRIES LIMITED,India,ROW,IND,Health industries,Pharmaceuticals & Biotechnology,363.03,4.40,5912.11,8.42,6.14,239.35,-3.33,4.05,151.68,1630.89,22.28,27.59,44988.08,2.90,19297,-1.19,
2024,586,POSCO HOLDINGS INC.,South Korea,ROW,KOR,Industrials,Industrial Metals & Mining,362.60,7.17,47441.92,-5.76,0.76,5005.84,13.91,10.55,7.24,1418.64,-38.21,2.99,13714.98,-50.26,,,
2024,587,BRUKER CORPORATION,US,US,USA,Health industries,Health Care Equipment & Services,362.40,27.71,3240.35,13.56,11.18,110.98,7.86,3.43,326.54,231.01,-47.33,7.13,8553.94,-12.07,11396,17.40,
2024,588,SINOTRUK (HONG KONG) LIMITED,China,China,CHN,Automobiles & Parts,Automobiles & Parts,360.77,11.66,12535.65,11.19,2.88,294.93,-12.22,2.35,122.32,873.98,4.97,6.97,7804.43,52.99,28560,4.18,
2024,589,BILL HOLDINGS INC,US,US,USA,ICT services,Software & Computer Services,359.83,4.81,1407.81,13.36,25.56,4.17,344.16,0.30,8623.44,-77.58,-45.01,-5.51,4765.31,-60.59,2364,8.09,
2024,590,INDUSTRIA DE DISENO TEXTIL S.A.,Spain,EU,ESP,Others,General Retailers,359.00,0.28,38632.00,7.47,0.93,2207.00,57.76,5.71,16.27,7555.00,10.96,19.56,164309.90,32.76,162083,0.50,
2024,591,"YONYOU NETWORK TECHNOLOGY CO.,LTD.",China,China,CHN,ICT services,Software & Computer Services,358.53,-17.21,1206.96,-6.57,29.70,231.96,-2.11,19.22,154.57,-264.54,96.03,-21.92,4834.99,-39.68,21283,-14.69,
2024,592,HALEON PLC,UK,ROW,GBR,Others,Personal Goods,358.19,0.00,13547.12,-0.61,2.64,301.50,6.84,2.23,118.80,2772.62,6.19,20.47,41259.68,15.72,24000,0.00,
2024,593,"AUTOLIV, INC.",US,US,USA,Automobiles & Parts,Automobiles & Parts,358.07,-7.23,10000.96,-0.81,3.58,557.32,1.05,5.57,64.25,942.34,41.88,9.42,7015.74,-20.90,65200,-7.25,
2024,594,HANSOH PHARMACEUTICAL GROUP COMPANY LIMITED,China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,356.26,28.83,1616.82,21.35,22.03,29.27,1.08,1.81,1217.16,518.64,46.17,32.08,12716.07,12.76,8989,-1.47,
2024,595,YELP INC.,US,US,USA,Others,Media,355.85,1.96,1359.19,5.61,26.18,35.95,39.11,2.64,989.88,145.39,91.09,10.70,2451.77,-20.93,5116,5.01,
2024,596,"SICHUAN ROAD & BRIDGE CO.,LTD.",China,China,CHN,Construction & Materials,Construction & Materials,355.26,-32.67,14141.36,-6.78,2.51,996.42,-2.45,7.05,35.65,1462.48,-18.66,10.34,6432.25,-1.91,18474,1.52,
2024,597,"PAYCOM SOFTWARE, INC.",US,US,USA,ICT services,Software & Computer Services,354.51,24.55,1812.69,11.19,19.56,185.68,0.16,10.24,190.93,610.55,40.54,33.68,11376.45,-4.47,7306,-0.03,
2024,598,BEIERSDORF AG,Germany,EU,DEU,Others,Personal Goods,354.00,10.63,9850.00,4.27,3.59,437.00,-15.47,4.44,81.01,1341.00,17.12,13.61,30739.60,-9.78,22791,3.79,
2024,599,BEAM THERAPEUTICS INC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,353.80,-15.96,61.14,-83.18,578.67,8.61,-73.48,14.08,4108.66,-400.01,135.47,-654.25,1976.69,-6.85,483,10.78,
2024,600,"SHANGHAI TUNNEL ENGINEERING CO.,LTD.",China,China,CHN,Construction & Materials,Construction & Materials,352.65,-1.17,9074.62,-7.25,3.89,156.75,-42.32,1.73,224.97,502.40,-30.25,5.54,2981.10,24.83,17492,-2.70,
2024,601,ELASTIC N.V.,Netherlands,EU,NLD,ICT services,Software & Computer Services,352.06,7.40,1427.76,17.04,24.66,4.18,25.94,0.29,8417.91,-52.65,-56.24,-3.69,9059.85,70.38,3537,10.98,
2024,602,"WILL SEMICONDUCTOR CO., LTD. SHANGHAI",China,China,CHN,ICT producers,Electronic & Electrical Equipment,351.73,12.82,3393.07,22.41,10.37,164.65,19.10,4.85,213.62,397.62,198.71,11.72,16744.46,-1.99,5376,12.00,
2024,603,HANON SYSTEMS CORP.,South Korea,ROW,KOR,Automobiles & Parts,Automobiles & Parts,351.10,7.84,6525.94,4.60,5.38,256.65,-50.82,3.93,136.80,62.36,-65.54,0.96,1401.63,-44.81,22548,-1.18,
2024,604,ROHM COMPANY LIMITED,Japan,Japan,JPN,ICT producers,Technology Hardware & Equipment,351.07,28.86,2750.31,-4.13,12.76,832.77,-18.33,30.28,42.16,-431.91,-262.55,-15.70,3567.75,-41.86,22608,-3.05,
2024,605,ALIGN TECHNOLOGY INC,US,US,USA,Health industries,Health Care Equipment & Services,350.57,5.01,3849.28,3.54,9.11,111.25,-34.96,2.89,315.11,646.61,8.72,16.80,14983.07,-25.36,20945,-3.08,
2024,606,GENSCRIPT BIOTECH CORPORATION,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,349.31,-16.16,996.44,23.31,35.06,141.18,-4.55,14.17,247.42,-332.90,-15.36,-33.41,2614.40,-49.36,5568,-19.73,
2024,607,"IMMUNOVANT, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,347.40,69.50,0.00,,,0.73,110.83,,47551.65,-421.75,54.13,,2684.16,-41.52,362,74.88,
2024,608,AMDOCS LIMITED,US,US,USA,ICT services,Software & Computer Services,347.29,-3.75,4817.58,2.40,7.21,101.54,-15.17,2.11,342.00,731.25,4.80,15.18,9183.68,-7.16,29058,-5.33,
2024,609,"CHINA INTERNATIONAL MARINE CONTAINERS (GROUP) CO., LTD.",China,China,CHN,Industrials,General Industrials,346.74,8.25,23428.34,39.01,1.48,470.62,-34.83,2.01,73.68,1052.02,90.89,4.49,2072.40,11.23,50686,0.11,
2024,610,"ROBINHOOD MARKETS, INC.",US,US,USA,Financial,Financial Services,346.52,-2.17,2840.50,58.23,12.20,12.51,550.00,0.44,2769.23,1014.53,-298.87,35.72,27385.08,204.52,2300,4.55,
2024,611,ZHEN DING TECHNOLOGY HOLDING LIMITED,Taiwan,ROW,TWN,ICT producers,Electronic & Electrical Equipment,345.58,21.21,5063.85,13.39,6.82,479.56,-36.79,9.47,72.06,341.76,32.28,6.75,3370.85,10.70,48141,3.10,
2024,612,"AVIC AIRBORNE SYSTEMS CO., LTD.",China,China,CHN,Aerospace & Defence,Aerospace & Defence,344.97,-22.08,3148.99,-17.68,10.95,263.48,39.19,8.37,130.93,145.15,-47.14,4.61,7734.45,-0.78,32946,-0.49,
2024,613,PROCORE TECHNOLOGIES INC,US,US,USA,ICT services,Software & Computer Services,344.67,9.80,1108.58,21.23,31.09,18.43,85.40,1.66,1870.54,-129.49,-37.63,-11.68,10722.29,12.86,4203,13.78,
2024,614,TEMENOS GROUP AG,Switzerland,ROW,CHE,ICT services,Software & Computer Services,343.37,0.62,1005.01,4.39,34.17,4.84,-48.39,0.48,7097.53,222.56,15.97,22.14,5131.72,-23.35,6427,-5.11,
2024,615,FERRING HOLDING S.A.,Switzerland,ROW,CHE,Health industries,Pharmaceuticals & Biotechnology,342.96,3.55,2342.86,6.66,14.64,145.72,-5.14,6.22,235.36,188.54,35.21,8.05,,,,,
2024,616,JTEKT CORPORATION,Japan,Japan,JPN,Industrials,Industrial Engineering,342.60,-5.17,11556.46,-0.38,2.96,541.51,50.30,4.69,63.27,325.11,-14.76,2.81,2222.10,-26.09,45018,-1.53,
2024,617,ENNOCONN CORPORATION,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,341.76,26.99,4318.12,20.34,7.91,89.45,106.26,2.07,382.06,165.85,4.02,3.84,1177.23,12.81,,,
2024,618,COLGATE PALMOLIVE CO,US,US,USA,Others,Personal Goods,341.71,3.50,19348.35,3.31,1.77,539.99,-20.43,2.79,63.28,4108.19,7.13,21.23,71493.41,13.88,34000,0.00,
2024,619,SHANDONG IRON AND STEEL COMPANY LTD,China,China,CHN,Industrials,Industrial Metals & Mining,341.61,29.91,10825.64,-9.26,3.16,44.92,-51.15,0.41,760.50,-299.67,695.50,-2.77,2045.77,5.84,16031,-3.05,
2024,620,TOMTOM N.V.,Netherlands,EU,NLD,ICT producers,Electronic & Electrical Equipment,340.16,2.50,574.38,-1.77,59.22,5.58,-52.97,0.97,6100.38,-20.29,1.41,-3.53,623.75,-26.20,3621,-2.06,
2024,621,DEUTSCHE BAHN AKTIENGESELLSCHAFT,Germany,EU,DEU,Others,Travel & Leisure,340.00,12.58,47134.00,-4.22,0.72,17874.00,10.31,37.92,1.90,-2355.00,111.02,-5.00,,,296662,-9.22,
2024,622,CHEVRON CORPORATION,US,US,USA,Energy,Oil & Gas Producers,339.78,10.31,186171.91,-1.78,0.18,15832.13,3.91,8.50,2.15,27047.84,-6.50,14.53,250544.63,-6.98,45298,-0.66,
2024,623,NIPPON SHINYAKU CO LTD,Japan,Japan,JPN,Health industries,Pharmaceuticals & Biotechnology,339.22,57.73,982.66,8.08,34.52,20.56,-33.73,2.09,1650.15,223.31,17.79,22.73,1652.18,-14.21,2243,1.36,
2024,624,VERTIV HOLDINGS CO,US,US,USA,ICT producers,Electronic & Electrical Equipment,338.92,16.01,7711.81,16.74,4.39,160.75,30.57,2.08,210.84,1330.25,56.19,17.25,41045.28,134.22,31000,14.81,
2024,625,ASELSAN ELEKTRONIK SANAYI VE TICARET ANONIM SIRKETI,Türkiye,ROW,TUR,ICT producers,Electronic & Electrical Equipment,337.67,44.51,3272.04,63.34,10.32,164.06,13.89,5.01,205.83,715.81,215970.93,21.88,9026.26,61.67,12014,4.02,
2024,626,"FAW JIEFANG GROUP CO.,LTD.",China,China,CHN,Automobiles & Parts,Automobiles & Parts,337.66,-10.17,7725.02,-8.33,4.37,199.61,-32.77,2.58,169.16,-237.10,124.58,-3.07,4998.37,-3.53,19816,-0.94,
2024,627,"INNOVENT BIOLOGICS, INC.",China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,337.39,9.29,1242.45,51.82,27.15,127.34,-13.73,10.25,264.95,-92.07,-36.85,-7.41,7432.42,-10.90,5659,16.15,
2024,628,TOYOTA BOSHOKU CORPORATION,Japan,Japan,JPN,Automobiles & Parts,Automobiles & Parts,336.89,9.26,11984.66,0.03,2.81,445.66,12.38,3.72,75.59,247.27,-48.64,2.06,2308.35,-21.93,45004,-4.19,
2024,629,"FUJIAN STAR-NET COMMUNICATION CO., LTD.",China,China,CHN,ICT producers,Technology Hardware & Equipment,336.80,-4.27,2209.90,5.35,15.24,88.38,54.40,4.00,381.09,56.98,71.88,2.58,1460.67,5.09,11152,-10.73,
2024,630,LIGHT & WONDER INC,US,US,USA,Others,Travel & Leisure,335.93,11.50,3068.63,9.86,10.95,282.99,21.49,9.22,118.71,733.47,24.92,23.90,7342.42,3.82,6800,4.62,
2024,631,WISETECH GLOBAL LIMITED,Austria,EU,AUT,ICT services,Software & Computer Services,335.86,42.21,621.09,27.53,54.08,14.91,-8.09,2.40,2253.20,226.99,26.77,36.55,18691.36,31.10,3494,15.47,
2024,632,"LENS TECHNOLOGY CO., LTD.",China,China,CHN,ICT producers,Electronic & Electrical Equipment,335.55,21.34,9217.20,28.27,3.64,834.97,16.32,9.06,40.19,440.32,-26.66,4.78,14339.20,66.06,136458,2.08,
2024,633,"ARVINAS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,335.16,-7.93,253.54,235.54,132.19,1.73,-37.93,0.68,19344.44,-240.83,-37.68,-94.99,1267.91,-41.47,430,-3.37,
2024,634,EQUINOR ASA,Norway,ROW,NOR,Energy,Oil & Gas Producers,334.97,11.90,98663.97,-4.07,0.34,11721.05,15.15,11.88,2.86,29768.99,-13.54,30.17,62859.13,-27.52,24400,7.96,
2024,635,ARCHER AVIATION INC,US,US,USA,Aerospace & Defence,Aerospace & Defence,334.87,28.33,0.00,,,78.93,85.10,,424.27,-490.62,14.05,,3769.18,152.40,774,33.91,
2024,636,"GUARDANT HEALTH, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,334.73,-5.29,711.34,31.04,47.06,33.77,71.26,4.75,991.17,-426.98,-21.45,-60.02,3633.26,19.01,2021,13.60,
2024,637,ACCIONA SA,Spain,EU,ESP,Construction & Materials,Construction & Materials,334.20,16.24,19190.00,12.74,1.74,2731.00,-5.63,14.23,12.24,1316.00,5.20,6.86,5962.92,-18.45,66021,14.14,
2024,638,"EVE ENERGY CO., LTD.",China,China,CHN,ICT producers,Electronic & Electrical Equipment,334.13,-0.76,6410.74,-0.35,5.21,731.25,10.83,11.41,45.69,413.94,-6.22,6.46,11473.29,10.81,29994,9.71,
2024,639,"ZHUZHOU CRRC TIMES ELECTRIC CO., LTD.",China,China,CHN,ICT producers,Electronic & Electrical Equipment,333.86,33.84,3284.71,14.27,10.16,455.02,15.77,13.85,73.37,542.88,37.29,16.53,2186.71,48.55,10010,19.71,
2024,640,SYNAPTICS INCORPORATED,US,US,USA,ICT producers,Technology Hardware & Equipment,333.81,3.12,1034.07,11.98,32.28,24.83,-23.67,2.40,1344.19,569.26,-749.18,55.05,2972.61,-4.73,1700,-0.93,
2024,641,"INTERCONTINENTAL EXCHANGE, INC.",US,US,USA,Financial,Financial Services,333.04,15.72,11320.63,18.76,2.94,390.80,113.68,3.45,85.22,4147.66,8.73,36.64,82354.49,19.92,12920,-2.28,
2024,642,"ASANA, INC.",US,US,USA,ICT services,Software & Computer Services,332.74,4.71,696.77,10.94,47.76,5.36,-27.87,0.77,6207.36,-252.44,-2.87,-36.23,2942.62,26.38,1819,-1.14,
2024,643,TCL ELECTRONICS HOLDINGS LIMITED,China,China,CHN,ICT producers,Technology Hardware & Equipment,332.54,0.28,12309.73,25.75,2.70,65.08,151.10,0.53,510.94,378.74,50.27,3.08,1984.62,150.43,30510,23.92,
2024,644,"89BIO, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,332.12,182.29,0.00,,,0.01,275.00,,2300246.67,-370.25,154.40,,798.83,-19.79,93,32.86,
2024,645,LEGO A/S,Denmark,EU,DNK,Others,Leisure Goods,332.00,27.17,9966.08,12.76,3.33,1182.25,6.58,11.86,28.08,2512.94,9.55,25.21,,,26765,6.48,
2024,646,"SHENZHEN TRANSSION HOLDINGS CO.,LTD.",China,China,CHN,ICT producers,Technology Hardware & Equipment,331.86,11.55,9061.40,10.31,3.66,84.42,-22.17,0.93,393.10,660.79,-26.56,7.29,14286.09,-2.95,19870,14.68,
2024,647,SINOVAC BIOTECH LTD.,China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,331.62,-22.07,431.48,-69.97,76.85,139.13,-63.30,32.24,238.35,-580.44,29.38,-134.52,,,3037,-14.64,
2024,648,ELANCO ANIMAL HEALTH INCORPORATED,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,331.12,5.20,4272.79,0.50,7.75,141.50,5.00,3.31,234.01,122.24,-115.07,2.86,5762.46,-17.96,9000,-8.16,
2024,649,CLAAS KOMMANDITGESELLSCHAFT AUF AKTIEN MBH,Germany,EU,DEU,Automobiles & Parts,Automobiles & Parts,330.77,9.38,4997.43,-18.67,6.62,142.63,4.15,2.85,231.90,359.40,-30.38,7.19,,,11905,-1.86,
2024,650,BAUSCH + LOMB CORPORATION,Canada,ROW,CAN,Health industries,Health Care Equipment & Services,330.16,5.86,4611.61,15.56,7.16,280.10,60.77,6.07,117.87,176.15,40.77,3.82,6123.94,6.71,13500,1.50,
2024,651,RHEINMETALL AG,Germany,EU,DEU,Aerospace & Defence,Aerospace & Defence,330.00,14.19,9923.00,28.20,3.33,732.00,83.92,7.38,45.08,1397.00,77.51,14.08,26814.83,113.68,28539,1.73,
2024,652,BLUEPRINT MEDICINES CORPORATION,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,328.65,-15.07,489.77,104.04,67.10,4.46,-71.17,0.91,7374.36,-204.10,-56.56,-41.67,5333.26,-0.57,649,-0.92,
