Year,World rank,Company,Country,Region,ISO3 Code,ICB3 short,ICB3 long,R&D (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),R&D-to-capex ratio (%),Operating profit (€million),Operating profit one-year growth (%),Profitability (%),Market capitalisation (€million),Market capitalisation one-year growth (%),Employees,Employees one-year growth (%),
2024,898,"PELOTON INTERACTIVE, INC.",US,US,USA,Others,Leisure Goods,216.09,-23.67,2397.54,-7.77,9.01,8.95,-52.79,0.37,2413.98,-2.31,-99.48,-0.10,1017.46,-59.53,2656,-8.98,
2024,899,NEMETSCHEK SE,Germany,EU,DEU,ICT services,Software & Computer Services,213.89,6.08,995.57,16.91,21.48,13.73,8.27,1.38,1558.30,240.96,15.40,24.20,10816.58,19.30,3894,13.56,
2024,900,ANHEUSER-BUSCH INBEV SA/NV,Belgium,EU,BEL,Others,Beverages,213.69,-13.28,57530.08,0.65,0.37,2877.08,-23.16,5.00,7.43,15581.87,19.74,27.08,86714.83,-19.16,143885,-6.89,
2024,901,"NURIX THERAPEUTICS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,213.33,17.17,52.51,-29.15,406.30,8.93,10.38,17.00,2390.08,-205.05,37.38,-390.52,1482.85,408.30,286,0.70,
2024,902,ALTANA AG,Germany,EU,DEU,Chemicals,Chemicals,213.23,8.49,3168.84,15.59,6.73,179.54,21.08,5.67,118.77,288.84,33.51,9.11,,,8382,5.58,
2024,903,EXTREME NETWORKS INC,US,US,USA,ICT producers,Technology Hardware & Equipment,213.17,4.50,1097.38,2.05,19.43,23.79,36.38,2.17,896.12,17.75,-163.85,1.62,1491.29,-54.38,2811,5.84,
2024,904,VIASAT INC,US,US,USA,ICT producers,Technology Hardware & Equipment,212.53,-3.23,4350.34,5.50,4.89,991.61,-33.08,22.79,21.43,-93.83,-88.65,-2.16,1244.04,-43.87,7000,-6.67,
2024,905,"BLACKBAUD, INC.",US,US,USA,ICT services,Software & Computer Services,212.09,3.57,1112.23,4.53,19.07,7.16,58.87,0.64,2960.41,129.80,201.65,11.67,3608.67,-19.21,2600,-13.33,
2024,906,UPWORK INC.,US,US,USA,Others,Support Services,211.95,15.88,740.52,11.64,28.62,3.40,409.83,0.46,6241.47,62.76,-679.09,8.48,2103.63,8.66,600,-25.00,
2024,907,GENERAC HOLDINGS INC.,US,US,USA,Industrials,Industrial Engineering,211.38,26.61,4134.98,6.79,5.11,131.61,5.95,3.18,160.60,516.64,38.82,12.49,8879.64,16.92,9239,7.43,
2024,908,PAYLOCITY HOLDING CORPORATION,US,US,USA,ICT services,Software & Computer Services,211.35,-13.51,1130.62,-16.25,18.69,21.09,21.53,1.87,1002.17,149.22,-40.40,13.20,6348.51,-36.63,6700,4.69,
2024,909,ALTAIR ENGINEERING INC.,US,US,USA,ICT services,Software & Computer Services,211.15,3.16,640.86,8.66,32.95,13.56,38.19,2.12,1557.30,11.83,4955.56,1.85,6315.93,43.71,3300,3.13,
2024,910,QUIDELORTHO CORPORATION,US,US,USA,Health industries,Health Care Equipment & Services,210.51,-11.39,2678.70,-7.17,7.86,187.79,-6.78,7.01,112.10,-1765.04,-826.22,-65.89,2884.10,-38.77,6600,-7.04,
2024,911,"ZHEJIANG CENTURY HUATONG GROUP CO.,LTD",China,China,CHN,Automobiles & Parts,Automobiles & Parts,210.29,4.45,2982.83,70.27,7.05,76.21,-41.49,2.55,275.93,335.50,123.73,11.25,4662.53,-0.42,5618,-0.67,
2024,912,SILICON MOTION TECHNOLOGY CORPORATION,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,209.67,24.93,773.46,25.72,27.11,42.69,-11.85,5.52,491.13,88.69,123.69,11.47,1752.33,-10.51,1819,17.66,
2024,913,JSR CORPORATION,Japan,Japan,JPN,Chemicals,Chemicals,209.65,7.47,2483.87,0.10,8.44,158.40,-37.07,6.38,132.36,-1212.59,-5849.49,-48.82,,,7655,-4.28,
2024,914,"NUVALENT, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,209.62,92.31,0.00,,,0.00,,,,-269.87,87.55,,4944.20,22.80,142,54.35,
2024,915,"TRAVERE THERAPEUTICS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,209.59,-13.29,224.44,10.30,93.38,0.00,-100.00,0.00,,-308.47,-5.08,-137.44,1308.72,102.52,385,1.32,
2024,916,MOBVISTA INC.,China,China,CHN,Others,Media,209.27,27.30,1451.31,43.04,14.42,0.15,-88.29,0.01,135883.13,29.58,7.12,2.04,1627.62,186.25,711,-3.79,
2024,917,SHERWIN WILLIAMS COMPANY (THE),US,US,USA,Industrials,General Industrials,209.16,10.53,22233.61,0.20,0.94,1029.94,20.44,4.63,20.31,3755.13,9.97,16.89,82406.90,7.91,63890,-0.31,
2024,918,WATERS CORP,US,US,USA,Health industries,Health Care Equipment & Services,208.90,-0.88,2847.61,0.07,7.34,137.15,-11.30,4.82,152.32,795.41,-2.05,27.93,21202.60,13.87,7600,-3.80,
2024,919,ZYDUS LIFESCIENCES LTD,India,ROW,IND,Health industries,Pharmaceuticals & Biotechnology,208.64,41.87,2613.36,18.90,7.98,192.57,88.90,7.37,108.34,677.94,32.14,25.94,9628.97,-15.34,27917,3.70,
2024,920,ORSTED A/S,Denmark,EU,DNK,Energy,"Gas, Water & Multiutilities",208.51,-32.57,9524.79,-10.37,2.19,5719.38,11.65,60.05,3.65,780.66,-124.67,8.20,18365.73,-13.33,8278,-7.04,
2024,921,"IDEMITSU KOSAN CO.,LTD.",Japan,Japan,JPN,Energy,Oil & Gas Producers,207.99,17.67,56361.00,5.40,0.37,530.80,22.14,0.94,39.18,827.71,-61.84,1.47,8845.94,-0.60,13814,-1.27,
2024,922,MONDAY.COM LTD.,Israel,ROW,ISR,ICT services,Software & Computer Services,207.66,35.63,935.60,33.21,22.19,12.72,67.21,1.36,1632.98,-20.25,-45.49,-2.16,11506.48,32.67,2508,35.28,
2024,923,"SANA BIOTECHNOLOGY, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,207.60,-17.62,0.00,,,32.18,66.88,,645.15,-262.51,-6.97,,350.30,-54.47,194,-40.85,
2024,924,IMMUNOCORE HOLDINGS PLC,UK,ROW,GBR,Health industries,Pharmaceuticals & Biotechnology,207.42,32.71,291.95,21.09,71.05,4.77,-2.20,1.64,4344.30,-66.48,0.17,-22.77,1420.70,-55.37,500,0.60,
2024,925,ADIDAS AG,Germany,EU,DEU,Others,Personal Goods,207.00,18.29,23683.00,10.53,0.87,419.00,15.43,1.77,49.40,1303.00,456.84,5.50,42732.00,28.64,62035,5.09,
2024,926,ITRON INC,US,US,USA,ICT producers,Electronic & Electrical Equipment,206.98,3.04,2349.44,12.29,8.81,29.42,13.68,1.25,703.60,257.37,54.09,10.95,4712.51,43.42,5788,13.91,
2024,927,SUMITOMO HEAVY INDUSTRIES LTD,Japan,Japan,JPN,Industrials,Industrial Engineering,206.56,35.81,6568.91,-0.96,3.14,292.45,20.85,4.45,70.63,185.40,-45.16,2.82,2450.65,-12.29,25337,0.13,
2024,928,"THUNDER SOFTWARE TECHNOLOGY CO.,LTD.",China,China,CHN,ICT services,Software & Computer Services,205.30,10.85,710.07,2.72,28.91,137.76,134.36,19.40,149.03,13.43,-68.48,1.89,2882.53,-25.55,15031,14.57,
2024,929,CHANEL LIMITED,UK,ROW,GBR,Others,Personal Goods,205.12,9.11,17999.13,-5.29,1.14,1563.29,48.55,8.69,13.12,4413.90,-26.46,24.52,,,37492,9.21,
2024,930,DAYFORCE INC,US,US,USA,ICT services,Software & Computer Services,205.12,7.36,1694.10,16.27,12.11,13.76,-24.74,0.81,1490.21,100.20,-21.79,5.91,11026.41,10.00,9600,5.68,
2024,931,CHRISTIAN DIOR,France,EU,FRA,Others,Personal Goods,205.00,1.49,84683.00,-1.71,0.24,4715.00,-30.73,5.57,4.35,19170.00,-14.81,22.64,109207.05,-14.49,215637,1.11,
2024,932,LVMH MOET HENNESSY LOUIS VUITTON,France,EU,FRA,Others,Personal Goods,205.00,1.49,84683.00,-1.71,0.24,4715.00,-30.91,5.57,4.35,19046.00,-15.58,22.49,317967.15,-13.67,200518,4.28,
2024,933,"HENGLI PETROCHEMICAL CO.,LTD.",China,China,CHN,Industrials,Industrial Engineering,204.85,22.54,31157.05,0.63,0.66,2876.60,-45.11,9.23,7.12,1601.14,-15.57,5.14,14248.75,16.56,38300,-3.32,
2024,934,SMC CORPORATION,Japan,Japan,JPN,Industrials,Industrial Engineering,204.53,7.24,4857.77,1.96,4.21,654.60,4.29,13.48,31.25,1166.71,-3.05,24.02,22115.77,-36.90,23114,-0.06,
2024,935,TOYODA GOSEI CO LTD,Japan,Japan,JPN,Automobiles & Parts,Automobiles & Parts,204.40,14.35,6499.44,-1.06,3.14,358.03,24.99,5.51,57.09,369.47,-11.01,5.68,2117.13,-16.64,39192,0.62,
2024,936,ADVANCED ENERGY INDUSTRIES INC,US,US,USA,ICT producers,Electronic & Electrical Equipment,203.90,4.64,1426.55,-10.49,14.29,54.66,-6.91,3.83,373.03,62.26,-53.41,4.36,4193.03,7.95,10000,0.00,
2024,937,REVOLUT LTD,UK,ROW,GBR,ICT services,Software & Computer Services,203.82,38.18,3726.63,71.87,5.47,12.38,72.51,0.33,1646.21,1313.02,148.67,35.23,,,9932,42.07,
2024,938,WACKER CHEMIE AG,Germany,EU,DEU,Chemicals,Chemicals,203.70,10.65,5721.80,-10.63,3.56,651.60,1.88,11.39,31.26,267.50,-34.11,4.68,3648.60,-38.63,16520,0.87,
2024,939,KONE OYJ,Finland,EU,FIN,Industrials,Industrial Engineering,203.60,10.05,11084.40,1.21,1.84,168.40,13.63,1.52,120.90,1249.00,4.08,11.27,21299.80,4.07,64663,1.77,
2024,940,XENON PHARMACEUTICALS INC.,Canada,ROW,CAN,Health industries,Pharmaceuticals & Biotechnology,202.52,25.60,0.00,,,2.96,-45.26,,6842.08,-268.84,30.48,,2876.69,-0.21,327,26.25,
2024,941,NIPPON PAINT HOLDINGS CO LTD,Japan,Japan,JPN,Industrials,Industrial Engineering,202.02,9.82,10049.80,13.60,2.01,300.48,37.43,2.99,67.23,1107.94,7.06,11.02,14908.23,-13.73,38562,12.12,
2024,942,NOVOCURE LIMITED,Switzerland,ROW,CHE,Health industries,Pharmaceuticals & Biotechnology,201.53,-5.26,582.56,18.82,34.59,41.25,58.18,7.08,488.55,-162.18,-25.66,-27.84,3103.67,103.37,1488,2.41,
2024,943,KONAMI GROUP CORPORATION,Japan,Japan,JPN,ICT services,Software & Computer Services,201.06,1.50,2585.56,17.01,7.78,410.05,128.07,15.86,49.03,626.96,22.31,24.25,15604.91,72.74,5045,3.17,
2024,944,"HUANENG POWER INTERNATIONAL,INC.",China,China,CHN,Energy,Electricity,200.98,-0.58,32380.48,-3.48,0.62,8147.30,5.28,25.16,2.47,3226.98,41.21,9.97,2494.12,6.28,56263,-1.36,
2024,945,REGENXBIO INC.,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,200.71,-8.49,80.21,-7.66,250.24,2.34,-75.54,2.92,8560.02,-223.74,-13.31,-278.95,368.64,-51.20,353,2.62,
2024,946,SUNTORY HOLDINGS LIMITED,Japan,Japan,JPN,Others,Beverages,200.34,9.70,20961.30,15.78,0.96,1195.91,10.77,5.71,16.75,1941.10,-0.58,9.26,,,41357,-0.37,
2024,947,"ALTRIA GROUP, INC.",US,US,USA,Others,Tobacco,200.21,-5.45,23118.68,-1.90,0.87,136.68,-27.55,0.59,146.48,10923.09,-1.72,47.25,85303.51,24.99,6200,-3.13,
2024,948,SAMSUNG C&T CORPORATION,South Korea,ROW,KOR,Others,Travel & Leisure,199.95,33.72,27479.84,0.50,0.73,1062.64,32.50,3.87,18.82,1947.20,3.94,7.09,13364.23,-14.80,,,
2024,949,REWE-ZENTRALFINANZ EG,Germany,EU,DEU,Financial,Banks,199.30,-0.90,87887.40,4.64,0.23,2768.60,-8.34,3.15,7.20,1854.10,4.70,2.11,,,260677,5.20,
2024,950,ECOLAB INC,US,US,USA,Chemicals,Chemicals,199.25,7.81,15151.99,2.75,1.32,957.26,28.36,6.32,20.81,2515.64,31.18,16.60,63866.12,18.05,48000,0.00,
2024,951,LUPIN LIMITED,India,ROW,IND,Health industries,Pharmaceuticals & Biotechnology,198.71,15.77,2553.36,15.52,7.78,189.18,81.12,7.41,105.04,483.93,57.49,18.95,9996.40,20.59,26210,14.32,
2024,952,MACRONIX INTERNATIONAL COMPANY LIMITED,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,198.52,16.31,763.53,-6.30,26.00,159.06,-29.14,20.83,124.81,-115.75,45.62,-15.16,1078.96,-37.13,3813,0.21,
2024,953,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,US,US,USA,Automobiles & Parts,Automobiles & Parts,198.29,-5.50,9998.07,7.34,1.98,199.25,11.29,1.99,99.52,1548.75,27.09,15.49,31368.34,44.21,29500,1.72,
2024,954,"SATELLTTE CHEMICAL CO., LTD.",China,China,CHN,Chemicals,Chemicals,197.76,10.07,6019.59,10.03,3.29,414.06,30.48,6.88,47.76,1076.93,28.52,17.89,8341.70,27.43,5057,7.87,
2024,955,AUROBINDO PHARMA LIMITED,India,ROW,IND,Health industries,Pharmaceuticals & Biotechnology,197.62,3.36,3531.06,9.40,5.60,221.27,-29.22,6.27,89.31,578.71,6.34,16.39,7277.26,1.38,9107,3.52,
2024,956,YOKOGAWA ELECTRIC CORPORATION,Japan,Japan,JPN,ICT producers,Electronic & Electrical Equipment,196.62,-1.15,3447.52,4.07,5.70,66.51,24.40,1.93,295.63,487.77,18.13,14.15,4544.83,-16.49,17670,1.76,
2024,957,SCHINDLER HOLDING AG,Switzerland,ROW,CHE,Industrials,Industrial Engineering,196.56,-4.64,11937.95,-2.24,1.65,113.68,11.46,0.95,172.90,1345.09,6.57,11.27,17680.96,94.35,69326,-1.53,
2024,958,ZIJIN MINING GROUP COMPANY LIMITED,China,China,CHN,Industrials,Mining,196.24,0.47,40040.61,3.49,0.49,3270.05,-18.51,8.17,6.00,6091.28,48.36,15.21,10498.64,19.29,55690,0.82,
2024,959,QISDA CORPORATION,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,196.19,-4.22,5948.87,-0.95,3.30,162.80,9.33,2.74,120.51,133.33,-9.81,2.24,1901.63,-31.71,,,
2024,960,GUANGZHOU SHIYUAN ELECTRONIC TECHNOLOGY COMPANY LIMITED,China,China,CHN,ICT producers,Electronic & Electrical Equipment,195.94,7.75,2954.02,11.05,6.63,133.19,-41.67,4.51,147.12,104.83,-14.68,3.55,2537.63,-12.85,6693,-1.28,
2024,961,XPERI INC.,US,US,USA,ICT producers,Electronic & Electrical Equipment,195.46,-11.23,475.20,-5.30,41.13,4.85,-26.00,1.02,4026.71,-83.81,-32.83,-17.64,443.17,-3.28,1680,-20.00,
2024,962,T&W MEDICAL A/S,Denmark,EU,DNK,Health industries,Health Care Equipment & Services,195.23,-0.82,2638.04,7.09,7.40,209.98,-9.64,7.96,92.98,-1051.11,-830.57,-39.84,,,12833,1.19,
2024,963,HARLEY DAVIDSON INC,US,US,USA,Automobiles & Parts,Automobiles & Parts,195.11,27.24,4992.59,-11.13,3.91,189.20,-5.23,3.79,103.12,401.03,-46.52,8.03,3692.71,-24.76,5900,-7.81,
2024,964,"TELADOC HEALTH, INC.",US,US,USA,Health industries,Health Care Equipment & Services,194.78,-24.91,2473.36,-1.26,7.88,10.39,-5.88,0.42,1875.46,-963.07,331.99,-38.94,1506.40,-55.86,5500,-1.79,
2024,965,"QUECTEL WIRELESS SOLUTIONS CO., LTD.",China,China,CHN,ICT services,Mobile Telecommunications,194.72,-7.95,2451.97,34.14,7.94,36.05,-4.18,1.47,540.13,73.06,319.77,2.98,2361.54,25.93,5890,4.82,
2024,966,"SCREEN HOLDINGS CO.,LTD.",Japan,Japan,JPN,ICT producers,Technology Hardware & Equipment,194.44,17.32,3834.59,23.84,5.07,133.61,-42.83,3.48,145.53,823.73,42.84,21.48,6029.56,-51.53,6415,2.41,
2024,967,CHINA NATIONAL SOFTWARE & SERVICE COMPANY LIMITED,China,China,CHN,ICT services,Software & Computer Services,194.42,-5.70,685.45,-22.69,28.36,50.63,48.48,7.39,384.03,-73.91,144.80,-10.78,5194.11,29.97,8346,-7.73,
2024,968,DISCO CORPORATION,Japan,Japan,JPN,ICT producers,Technology Hardware & Equipment,194.38,16.10,2412.08,27.88,8.06,410.04,314.26,17.00,47.41,1022.42,45.40,42.39,20043.80,-47.26,5256,7.57,
2024,969,VIAVI SOLUTIONS INC.,US,US,USA,ICT producers,Technology Hardware & Equipment,194.34,-2.42,962.94,-9.56,20.18,18.77,-61.84,1.95,1035.38,33.11,-63.60,3.44,1308.57,-46.63,3600,0.00,
2024,970,SCHRODINGER INC.,US,US,USA,ICT services,Software & Computer Services,194.23,11.01,199.77,-4.21,97.23,7.04,-45.45,3.52,2760.02,-201.46,17.95,-100.85,1182.66,-45.16,891,2.77,
2024,971,CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,US,US,USA,ICT services,Software & Computer Services,193.95,16.40,909.42,9.05,21.33,51.03,-3.67,5.61,380.09,77.11,-434.82,8.48,7062.42,7.58,2870,-1.88,
2024,972,"ENPHASE ENERGY, INC.",US,US,USA,ICT producers,Electronic & Electrical Equipment,193.78,-11.45,1280.57,-41.92,15.13,32.35,-69.56,2.53,599.08,87.06,-80.40,6.80,8931.68,-48.25,2781,-11.91,
2024,973,"SANSTEEL MINGUANG CO.,LTD., FUJIAN",China,China,CHN,Industrials,Industrial Metals & Mining,193.61,-4.18,6073.66,-3.93,3.19,399.05,-20.94,6.57,48.52,-65.90,-1321.87,-1.08,1063.48,-18.78,4262,-1.34,
2024,974,SEB SA,France,EU,FRA,Others,Household Goods & Home Construction,193.60,5.56,8266.00,3.25,2.34,173.50,21.16,2.10,111.59,709.90,5.51,8.59,4842.05,-22.57,31148,-0.53,
2024,975,NEUMORA THERAPEUTICS INC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,193.40,40.79,0.00,,,0.75,-83.54,,25926.06,-253.60,4.51,,1648.42,-33.81,110,-11.29,
2024,976,"SPRINGWORKS THERAPEUTICS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,193.01,33.25,184.42,3417.33,104.66,4.28,-39.73,2.32,4505.01,-267.72,-18.92,-145.17,2586.95,18.40,368,20.66,
2024,977,"ADTRAN HOLDINGS, INC.",US,US,USA,ICT producers,Technology Hardware & Equipment,192.98,-19.99,888.17,-19.70,21.73,31.24,-3.65,3.52,617.77,-358.48,113.16,-40.36,635.88,15.08,3234,0.22,
2024,978,SYSMEX CORPORATION,Japan,Japan,JPN,Health industries,Health Care Equipment & Services,192.90,0.17,3119.36,10.21,6.18,179.23,14.12,5.75,107.63,534.40,11.17,17.13,11046.49,7.55,10533,4.89,
2024,979,DMG MORI CO LTD,Japan,Japan,JPN,Industrials,Industrial Engineering,192.54,11.44,3317.46,0.28,5.80,166.61,3.78,5.02,115.56,409.06,-11.56,12.33,2218.17,5.84,13951,3.46,
2024,980,"ALLISON TRANSMISSION HOLDINGS, INC.",US,US,USA,Automobiles & Parts,Automobiles & Parts,192.51,3.09,3104.24,6.26,6.20,137.65,14.40,4.43,139.86,954.86,7.94,30.76,9009.98,81.02,4000,8.11,
2024,981,SMOORE INTERNATIONAL HOLDINGS LIMITED,China,China,CHN,Others,General Retailers,191.87,4.49,1555.87,5.64,12.33,118.37,-24.51,7.61,162.09,304.21,51.36,19.55,10189.61,111.80,18566,39.53,
2024,982,JOHNSON MATTHEY PLC,UK,ROW,GBR,Chemicals,Chemicals,191.76,-10.67,14078.97,-9.10,1.36,379.89,4.65,2.70,50.48,202.61,-50.00,1.44,2658.71,-33.33,10644,-13.15,
2024,983,ELEKTA AB,Sweden,EU,SWE,Health industries,Health Care Equipment & Services,191.73,1.20,1572.21,-0.57,12.19,17.45,-20.63,1.11,1098.50,78.45,-60.22,4.99,2660.72,-1.67,4536,-2.26,
2024,984,"TANDEM DIABETES CARE, INC.",US,US,USA,Health industries,Health Care Equipment & Services,191.43,17.22,905.00,25.74,21.15,18.51,-28.25,2.05,1034.15,-95.42,-57.50,-10.54,2277.09,23.41,2650,10.42,
2024,985,"COMPASS, INC.",US,US,USA,ICT services,Software & Computer Services,191.07,4.36,5418.33,15.23,3.53,15.11,40.18,0.28,1264.33,-139.67,-49.00,-2.58,2873.52,65.40,2566,0.67,
2024,986,HOYA CORPORATION,Japan,Japan,JPN,Others,Leisure Goods,190.16,6.90,5311.12,13.56,3.58,293.89,16.67,5.53,64.70,1607.22,24.83,30.26,35898.96,-11.00,37909,6.18,
2024,987,VDL GROEP B.V.,Netherlands,EU,NLD,Automobiles & Parts,Automobiles & Parts,190.00,4.97,3964.01,-34.42,4.79,180.76,-20.49,4.56,105.11,102.09,-18.77,2.58,,,14241,-7.02,
2024,988,REVVITY INC,US,US,USA,ICT producers,Electronic & Electrical Equipment,189.47,-13.29,2651.87,-5.87,7.14,83.40,6.49,3.15,227.18,333.76,19.91,12.59,13074.58,1.33,11000,-4.35,
2024,989,"VARONIS SYSTEMS, INC.",US,US,USA,ICT services,Software & Computer Services,189.40,7.03,530.32,10.38,35.71,6.44,31.28,1.21,2939.42,-113.25,0.37,-21.35,4809.98,1.93,2406,7.75,
2024,990,TEIJIN LIMITED,Japan,Japan,JPN,Chemicals,Chemicals,189.20,-27.58,7063.80,11.53,2.68,352.00,-1.23,4.98,53.75,213.25,231.68,3.02,1604.69,-6.25,20279,-7.12,
2024,991,EPIROC AB,Sweden,EU,SWE,Industrials,Industrial Engineering,189.20,14.35,5550.57,5.40,3.41,77.67,-14.75,1.40,243.60,1077.06,-8.85,19.40,13842.11,-4.77,18778,3.11,
2024,992,NETDRAGON WEBSOFT HOLDINGS LIMITED,China,China,CHN,ICT services,Software & Computer Services,188.44,3.40,797.41,-14.84,23.63,21.89,-40.29,2.75,860.84,71.87,-23.99,9.01,673.13,-15.14,4593,-10.90,
2024,993,OMV AKTIENGESELLSCHAFT,Austria,EU,AUT,Energy,Oil & Gas Producers,188.00,0.00,33981.00,-13.89,0.55,3513.00,0.75,10.34,5.35,4467.00,-10.71,13.15,12220.36,-6.11,23557,14.40,
2024,994,KOERBER AG,Germany,EU,DEU,Industrials,General Industrials,188.00,11.24,2897.98,14.47,6.49,53.35,21.05,1.84,352.36,274.68,-54.44,9.48,,,12638,3.04,
2024,995,"JOINCARE PHARMACEUTICAL GROUP INDUSTRY CO., LTD",China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,187.98,-5.72,2059.72,-6.17,9.13,129.12,-13.36,6.27,145.59,470.91,24.78,22.86,2785.42,-8.91,14350,-0.10,
2024,996,SANY HEAVY EQUIPMENT INTERNATIONAL HOLDINGS COMPANY LIMITED,China,China,CHN,Industrials,Industrial Engineering,186.92,-15.71,2889.20,8.05,6.47,99.59,-67.45,3.45,187.69,131.34,-55.90,4.55,,,7872,-15.57,
2024,997,MATTEL INC,US,US,USA,Others,Leisure Goods,186.80,-2.28,5178.12,-1.13,3.61,195.03,26.40,3.77,95.78,668.29,17.14,12.91,5749.58,-9.87,34000,3.03,
2024,998,"SHANGHAI ZHENHUA HEAVY INDUSTRIES CO.,LTD.",China,China,CHN,Industrials,General Industrials,186.64,7.92,4543.72,4.62,4.11,140.04,42.17,3.08,133.28,119.01,-26.88,2.62,440.27,25.06,8101,-2.48,
2024,999,"REMEGEN CO., LTD.",China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,186.46,18.54,225.52,58.92,82.68,34.89,-65.61,15.47,534.44,-196.80,-6.24,-87.27,338.45,-60.47,3497,-3.26,
2024,1000,HCL TECHNOLOGIES LIMITED,India,ROW,IND,ICT services,Software & Computer Services,186.43,0.42,13162.08,6.50,1.42,106.71,40.59,0.81,174.71,2716.41,20.65,20.64,46645.20,-0.95,234496,3.08,
2024,1001,QIAGEN N.V.,Germany,EU,DEU,Health industries,Pharmaceuticals & Biotechnology,186.25,-2.53,1904.14,0.66,9.78,160.91,11.67,8.45,115.74,131.53,-65.64,6.91,9527.98,0.50,5765,-3.39,
2024,1002,"KYMERA THERAPEUTICS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,185.94,74.84,45.31,-40.11,410.38,12.36,-62.77,27.27,1504.72,-251.84,58.06,-555.82,2507.95,85.59,188,0.53,
2024,1003,MINTH GROUP LIMITED,China,China,CHN,Automobiles & Parts,Automobiles & Parts,185.92,3.74,3052.38,12.78,6.09,251.34,-40.78,8.23,73.97,354.43,10.38,11.61,2158.99,-2.37,25663,15.02,
2024,1004,WORKIVA INC.,US,US,USA,ICT services,Software & Computer Services,185.71,11.66,711.02,17.24,26.12,1.31,-35.83,0.18,14155.17,-72.61,-20.20,-10.21,5432.89,11.43,2828,11.96,
2024,1005,"ALLOGENE THERAPEUTICS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,185.10,-20.84,0.02,-76.84,874086.36,0.67,-54.22,3154.55,27708.79,-262.97,-16.64,-1241813.64,429.88,-16.98,229,-1.29,
2024,1006,"HL MANDO CO.,LTD.",South Korea,ROW,KOR,Automobiles & Parts,Automobiles & Parts,185.09,24.87,5775.01,5.42,3.20,202.00,-8.30,3.50,91.63,234.16,28.46,4.05,1249.89,3.64,,,
2024,1007,KRKA DD NOVO MESTO,Slovenia,EU,SVN,Health industries,Pharmaceuticals & Biotechnology,184.86,3.51,1909.54,5.71,9.68,107.76,-17.12,5.64,171.54,425.29,7.40,22.27,4558.29,26.36,12810,8.74,
2024,1008,MASIMO CORPORATION,US,US,USA,Health industries,Health Care Equipment & Services,184.62,9.47,2015.98,2.26,9.16,1.93,-95.45,0.10,9590.00,-133.03,-216.43,-6.60,8518.88,43.79,3600,-5.26,
2024,1009,"KUNLUN TECH CO.,LTD.",China,China,CHN,ICT services,Software & Computer Services,184.40,54.32,746.71,15.20,24.70,54.65,4.39,7.32,337.42,-234.51,-198.38,-31.41,6249.12,14.53,2117,3.37,
2024,1010,"FIRST SOLAR, INC.",US,US,USA,Energy,Alternative Energy,184.21,25.65,4048.79,26.75,4.55,1468.93,10.04,36.28,12.54,1341.55,57.31,33.13,18161.39,3.15,8100,20.90,
2024,1011,VISTEON CORP,US,US,USA,Automobiles & Parts,Automobiles & Parts,183.85,-9.05,3721.24,-2.23,4.94,131.87,9.60,3.54,139.42,318.61,18.64,8.56,2358.60,-29.02,10000,0.00,
2024,1012,"AMNEAL PHARMACEUTICALS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,183.57,16.32,2689.34,16.73,6.83,49.98,20.15,1.86,367.29,242.26,21.03,9.01,2362.08,32.71,8100,5.19,
2024,1013,"CHONGQING ZHIFEI BIOLOGICAL PRODUCTS CO.,LTD.",China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,183.41,3.40,3437.78,-50.74,5.34,122.68,-17.97,3.57,149.50,312.94,-74.70,9.10,4905.13,-57.15,7220,10.31,
2024,1014,WS AUDIOLOGY A/S,Denmark,EU,DNK,Health industries,Health Care Equipment & Services,183.00,2.23,2637.00,6.98,6.94,205.00,-5.09,7.77,89.27,-1017.00,-665.00,-38.57,,,12679,1.21,
2024,1015,"REPLIMUNE GROUP, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,182.35,8.28,0.00,,,6.44,18.10,,2833.06,-251.83,11.44,,694.31,41.59,479,44.71,
2024,1016,METTLER TOLEDO INTERNATIONAL INC,US,US,USA,ICT producers,Electronic & Electrical Equipment,182.27,2.20,3727.37,2.22,4.89,100.01,-1.35,2.68,182.25,1089.25,4.41,29.22,24856.03,-1.20,17300,0.00,
